photo_id,timelevel,exposure,clicks,click_rate,photo_time,play_time,play_rate,new_pctr,died
6.0,2019-11-11 08:00:00,14,1,0.07142857142857142,131.1258320887879,15.779539924960641,0.12033891166674163,0.07142857142857142,1
18.0,2019-11-10 07:00:00,22,1,0.045454545454545456,286.69286273067735,23.153548675852605,0.08076081300148487,0.045454545454545456,1
28.0,2019-11-09 13:00:00,51,1,0.0196078431372549,227.63836428907936,15.50439846876171,0.0681097780560072,0.0196078431372549,1
28.0,2019-11-11 14:00:00,27,1,0.037037037037037035,191.6377907331999,26.40548587819493,0.1377885112177948,0.037037037037037035,1
28.0,2019-11-11 17:00:00,36,1,0.027777777777777776,72.12503291945785,16.16472101859884,0.22412081304212383,0.027777777777777776,1
28.0,2019-11-14 11:00:00,70,1,0.014285714285714285,72.11852049077471,29.764954647918184,0.4127227575574803,0.014285714285714285,1
28.0,2019-11-14 12:00:00,53,1,0.018867924528301886,45.682575285413854,22.102895708905873,0.48383646435894306,0.018867924528301886,1
29.0,2019-11-11 15:00:00,49,1,0.02040816326530612,263.8675593592325,26.888222978853268,0.1019004497716497,0.02040816326530612,1
29.0,2019-11-13 11:00:00,80,1,0.0125,192.30105317066636,11.456309391568444,0.05957486556977418,0.0125,1
36.0,2019-11-10 08:00:00,12,1,0.08333333333333333,221.17959600493228,16.965988347723766,0.07670684210556848,0.08333333333333333,1
36.0,2019-11-11 08:00:00,28,1,0.03571428571428571,35.55781345986666,24.74974172332299,0.6960422848063336,0.03571428571428571,1
36.0,2019-11-13 09:00:00,17,1,0.058823529411764705,291.87566008373847,23.101180346811653,0.07914733397154108,0.058823529411764705,1
44.0,2019-11-09 09:00:00,24,1,0.041666666666666664,254.75951301611386,13.884862428675156,0.054501840831344815,0.041666666666666664,1
44.0,2019-11-10 12:00:00,3,1,0.3333333333333333,87.33155988313456,17.124058610194197,0.19608098874117544,0.3333333333333333,0
44.0,2019-11-11 09:00:00,25,1,0.04,79.09274114591716,15.26886814975082,0.19305018296914864,0.04,1
44.0,2019-11-11 11:00:00,100,1,0.01,79.51921766042713,22.26740339523686,0.28002543347855735,0.01,1
44.0,2019-11-12 12:00:00,10,1,0.1,112.14540559907519,16.8913645891755,0.1506202104218418,0.1,0
44.0,2019-11-13 10:00:00,56,1,0.017857142857142856,171.6842365407042,16.181084840006996,0.09424910036030397,0.017857142857142856,1
44.0,2019-11-14 10:00:00,42,2,0.047619047619047616,146.62515503337124,28.295119217453667,0.19297588610231187,0.047619047619047616,1
44.0,2019-11-14 11:00:00,78,1,0.01282051282051282,108.63186785347132,18.180542418292966,0.1673591992620056,0.01282051282051282,1
49.0,2019-11-11 15:00:00,27,1,0.037037037037037035,195.20028157504245,13.910051803931072,0.0712604084978408,0.037037037037037035,1
90.0,2019-11-12 05:00:00,20,1,0.05,67.6633423760513,29.251391747552645,0.43230781572956783,0.05,1
90.0,2019-11-13 09:00:00,19,1,0.05263157894736842,108.87905510450891,13.090036229906069,0.12022547603247875,0.05263157894736842,1
90.0,2019-11-14 06:00:00,242,2,0.008264462809917356,128.91769768929674,56.532188598351055,0.4385137929983726,0.008264462809917356,1
96.0,2019-11-13 08:00:00,102,2,0.0196078431372549,153.1388957385997,37.138923926263274,0.2425179034179372,0.0196078431372549,1
96.0,2019-11-14 09:00:00,225,2,0.008888888888888889,241.99750957611369,35.11463966246888,0.1451033100463562,0.008888888888888889,1
99.0,2019-11-14 05:00:00,37,1,0.02702702702702703,83.91192118275713,14.626396018096976,0.1743065325156984,0.02702702702702703,1
99.0,2019-11-14 09:00:00,26,1,0.038461538461538464,168.84329837167513,22.715126687350384,0.13453377721482038,0.038461538461538464,1
105.0,2019-11-12 10:00:00,50,2,0.04,189.95193359275146,47.421120600433454,0.24964800148916746,0.04,1
122.0,2019-11-09 05:00:00,21,2,0.09523809523809523,42.541611434399385,38.702838490096696,0.9097642798458114,0.09523809523809523,1
122.0,2019-11-10 06:00:00,12,1,0.08333333333333333,194.03711001338837,11.114137913868483,0.05727841397504641,0.08333333333333333,1
122.0,2019-11-11 17:00:00,21,1,0.047619047619047616,76.04151339556871,28.370203013770997,0.37308835328130463,0.047619047619047616,1
122.0,2019-11-13 04:00:00,128,2,0.015625,47.56393010602547,59.21316531505524,1.0,0.015625,1
164.0,2019-11-09 17:00:00,87,1,0.011494252873563218,286.19909505839996,18.6208683042367,0.06506263865172965,0.011494252873563218,1
164.0,2019-11-10 17:00:00,2,1,0.5,290.720648930131,22.273216148186542,0.07661380858275214,0.5,0
164.0,2019-11-13 19:00:00,79,1,0.012658227848101266,248.26728399144451,19.005972524874934,0.07655447878315652,0.012658227848101266,1
171.0,2019-11-09 01:00:00,2,1,0.5,112.24571767681009,16.437593017722413,0.14644294105768288,0.5,0
